"Count","Name","Price","I purchased this phone and didn't work","Review","Quantity","Brand","Brand_Number"
"4531","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Excellent phone, best relationship price benefit","342","LG","5"
"4532","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Perfect! Arguably the best smart phone available.","342","LG","5"
"4533","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","Great phone, only thing is the charger is for the British version but I guess I didn't read it closely, not a big deal.","342","LG","5"
"4534","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Perfect!","342","LG","5"
"4535","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Vanilla android at its finest plus first to get updates and this phone still has what it needs under the hood. Nexus 5 has been around awhile now with new nexus phones being rumored as I type but this phone stands up to any phone thats out right now and will play ball in the same league with quad core and awesome graphics at an unbelievably great price (can buy 2 for the price of a S5) This is my second nexus 5 (for my wife) Mine I've had about a year and it's as sturdy as they come, Forget screen protectors they mess up the beauty of this 1080x1920 screen and this phone doesn't need one!!! About one year hard use and not even a blemish! they made this phone to last!","342","LG","5"
"4536","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Excelente","342","LG","5"
"4537","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Its nice but we didn't got headset with it","342","LG","5"
"4538","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Great cellphone!! Great packaging by Amazon! ! The phone came in perfect..","342","LG","5"
"4539","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","I like it. Thank you very much","342","LG","5"
"4540","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Very good","342","LG","5"
"4541","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Great device, easier to get signal compared to my old nexus 4. incredible display, It is a very fast, fast phone, no lags at all, android 4.4.4 it is a breeze on it. The camera is really good, the screen is incredible. I recommend this device, No problems so far. My only cons, back protection case is mandatory. Purchased the Ringkle slim, Battery life should be better, anyway I've charged it a couple of time, sure the performance is going to increase a but with more charging cycles. Im very happy now, close to perfection on cell phones.","342","LG","5"
"4542","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Best phone ever. Native Android rocks. Samsung should think about to use the native android OS.","342","LG","5"
"4543","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","excelente!","342","LG","5"
"4544","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","1","I know the phone is a good phone because I have friends and coworkers that have. All of them say it's great. The reason why I have a low grade on this is because the seller is sell the phone new, but when I first opened the package I could tell it was opened before me. The first sign was that the sealing sticker were broke and someone else placed new stickers on top of the old ones. The second sign was there was small flakes of something on top of the phone and no dust cover on the phone. (Google always had that on all their devices) The phone also didn't come with a pin to open the Sim card holder and it came with a charger met the UK. The third sign was the phone had already been set to UK English and I couldn't set up on a US cell server. I was on the phone with Google for a good hour trying to figure this out. To top it off I was getting maximum 6 hours out of the phone per charge. I love the phone just not this seller.","342","LG","5"
"4545","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","exellent.","342","LG","5"
"4546","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","This phone is just great. Especially on the software side. Super fast","342","LG","5"
"4547","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","The best phone I've had so far. Fantastic screen, good build quality and a decent camera. The phone is incredibly fast and responsive. The new Android KitKat is good too, although a bit ""empty"" with this phone. It's the stock Google Android and you won't see any fancy features here. You can't even see your battery percentage in the notification bar without a third party app. Fortunately, there's an app for everything these days.","342","LG","5"
"4548","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","the phone is perfectthe quality, the camera, all its perfect in this phone. i love it the size is perfect too.","342","LG","5"
"4549","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Quick phone pretty slim, easy to operateWorth the price it costs compared to other devicesNewest Android updates come straight to Google :)","342","LG","5"
"4550","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","1","I had a bad experience: While the device (the international model, D821) worked great in an area with wifi, it could never connect to any telecom network!! I tried SIM cards of TMobile and AT&T. Folks at TMobile worked hard to understand the nature of the problem. Sucks! Going to return it and get a US/Canada (D820) version.","342","LG","5"
"4551","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Love the phone. Simple, elegant and powerful. At half the price of an iPhone it's a great alternative and a good way of getting into our android without the bloat. No replaceable battery or memory add on makes for a compact phone. Try it still has a decent screen size and your virtually guaranteed the latest updates when they arrive. I picked up the international version and I'm using AT&T when in the US. I can only access 3G/HSPA but that's plenty quick for me and when I'm in Europe I get all the frequencies. Sweet handset, awesome price!","342","LG","5"
"4552","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","I dont have any problems with this phone. I liked. Its the best phone i ever use. I recommend it.","342","LG","5"
"4553","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","The best points of this cell phone are the software and the speed. It's very fast and easy to use. The Google Now is very useful.","342","LG","5"
"4554","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","I am a Nexus user have a long time and definitely this is one of the best phone of the market nowadays. I loved it. It is very fast, the battery is ""ok"" and the screen is gorgeous. By the way, if you live in Brazil this is the right model for you, the D821 it is the ""international model"" that was approved by Anatel and supports our 4G connection. If you're reading it after April 2014 maybe it could be a great idea to read about the OnePlus One, this is another phone that seems amazing and it is cheaper than the Nexus. I bought the Nexus 5 on March but if I was looking for a phone today I think that I would go after the One.","342","LG","5"
"4555","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","the best one. This phone with its piano look its just freaking awesome. Incredible fast and sleek. Numberone option.","342","LG","5"
"4556","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","very nice phone, battery life is a little bit under the expectation. all in all, is the best android phone ever.","342","LG","5"
"4557","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","3","I had to buy the D821 model in order to make sure it will works in Brazil.Sometimes the camera focus just stop working, everything is blurred despite the camera app saying it's ok. OS is version 4.4.2 (so theoretically the previous camera bug is fixed), restarting the device and tried other camera apps but the problems persists. It can stay in this state for hours. My hope is to be a software problem.Previously I've owned a Nexus S and a Galaxy Nexus and never had any problem with these.Otherwise the device is good, screen is big and have nice colors, very fast. Battery life is par with my previous Galaxy.","342","LG","5"
"4558","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","The Nexus 5 is a beast of a smartphone, perfect in almost every sense.Having the latest android helps a lot, specially when the camera hardware is not top notch.The exterior is a bit flimsy for a flagship phone, but that can be fixed with an add'l cover.I got the package on time and had no issues with the vendor (although the USPS tracking is far from precise).","342","LG","5"
"4559","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","1","I'm deeply sorry to inform that i received the wrong version. This cell phone was supposed to be D821 version, which is compatible with the 4G technology frequency in Brazil. But the version of the phone i received was D820.Too bad.","342","LG","5"
"4560","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Nothing like it. Works great with LTE 1800. the only concerns it is the power key. Only one key to turn it on, however this it is the best device ever. Great and clear view better than iphone 5 (I also has it).","342","LG","5"
"4561","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Fast, excellent graphics. Way better relation price/features than the S4. Be aware of the version that you need, LTE bands are not the same for D821 and D820","342","LG","5"
"4562","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","It is a good phone","342","LG","5"
"4563","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","Great phone. was bought to my wife to replace the Nexus 4.Only problem I had was connecting it to a PC. 4 PC's didn't recognize the phone.After searching for a solution, I found out I am not the only one experiencing such issues.","342","LG","5"
"4564","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","Good equipment. Still pending the possibility to add externa SD card","342","LG","5"
"4565","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Love it!","342","LG","5"
"4566","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","grat and fast phone its better than another one I like to much thanks","342","LG","5"
"4567","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Very good","342","LG","5"
"4568","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","1","This is the second time i am writing this review , I am totally frustrated with the product , NO CHARGER AND NO HEADSET and also wire less charger is missing ,,, Amazon please resolve this","342","LG","5"
"4569","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","very good phone, excellent delivery speed . very afraid buy the device because it was the first time I bought on amazon , but the truth is completely surprised. Very good attention , quick response . I got it two weeks ago and I have nothing to complain about , I am using it in Argentina without any kind of problems , it goes very fast and fluid. the only advice is to also buy the protector to the screen and sheath , poker here in Argentina is very difficult to obtain for this model, I think it's the model was made ​​in September this year, so here are original new equipment with android 4.4 .4 . I will not put writing as all of its specifications for that can be found anywhere, so I more interested at least to me at the time of purchase was a good user experience and so I just started writing this . thoroughly recommended .","342","LG","5"
"4570","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","perfect","342","LG","5"
"4571","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Bought 2 for my family in South America... I checked on the Google page and they do not sell the International version there, because of their commitment to sell to Europe only. SO took the risk here in Amazon and it worked very well.These came completely new, and are working great.Very satisfied!","342","LG","5"
"4572","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","Excellent conditions","342","LG","5"
"4573","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","Nice phone. Worked very well while traveling out of US.","342","LG","5"
"4574","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","1","Bought it when they didn't specify this was the international version, now I have a $350 piece of s*** with no LTE","342","LG","5"
"4575","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","1","Ordered the International version and had to return it.","342","LG","5"
"4576","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","1","Ordered the international version in error and had to return it.","342","LG","5"
"4577","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","3","My main problem with this phone is that many apps close or get stuck suddenly, the same problem I had with my previous phone.","342","LG","5"
"4578","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","All OK, thaksHello, I have a problem with the cell phone and I need to contact to you via email. Can you send me an e-mail, please?","342","LG","5"
"4579","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","2","The seller lied and stated that my Nexus 5 was D821 when upon further inspection it was D820, which is why I could only use HSPA+ everything was going perfectly fine and a few months later my Nexus 5 dies on me out of no where. I run a YouTube channel about tech and my Nexus 5 was my lifeline. I kept it in the most pristine condition and up and out of nowhere it completely stops working. Did I mention that It looked like my box was Pre Opened before I got it. To keep things sweet and to the point the Nexus 5 is a great phone. The seller selling it on the other hand needs to be more honest about which model people are paying for and ensure that that is the CORRECT one. I will probably not return to the seller to buy another device.","342","LG","5"
"4580","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Great cellphone","342","LG","5"
"4581","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Great phone! Very fast, light and easy to use.","342","LG","5"
"4582","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","Love this device. The only down side is that my package came with a European wall charger and a really cheap poor fitting US wall adapter.","342","LG","5"
"4583","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Got this for my father since he was using a samsung S3 mini for the past year.This phone is simply an amazing value.Waiting for L to be released.My father loves how responsive it is.Great for keeping in touch, his reading material, and his candy crushing.","342","LG","5"
"4584","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","good product","342","LG","5"
"4585","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Excellent mobile. all ok for me.","342","LG","5"
"4586","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","1","Look awful.I regret that I pay such a price for this cheap looking product.","342","LG","5"
"4587","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Great product fulfilled what was promised!","342","LG","5"
"4588","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Great","342","LG","5"
"4589","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","works perfectly well, no problem, good technology","342","LG","5"
"4590","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","This phone is amazing","342","LG","5"
"4591","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","I love my nexus 5... This one was a replacement for another I have with broken screen... Bought a case for this one and all is swell!","342","LG","5"
"4592","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Good ohone","342","LG","5"
"4593","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Great phone and seller","342","LG","5"
"4594","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Googles's masterpiece","342","LG","5"
"4595","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","If you are looking for a truly ""vanilla"" version of Android and you don't want to wait on updates, then this is the phone for you.","342","LG","5"
"4596","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","Phone has been working well, it is very fast! Has been a little buggy a few times; don't know if it has to do with the phone or the OS. When I am in the browser I press the back key and it does not go back.Phone is not the white that is depicted, it is more eggshell or off white; which doesn't really matter but it would look better white. Camera flash not all that great also...Had a bit of an issue when ordering, was out of stock from initial seller I purchased from and I was not informed. I had to inquire why my package had not been shipped yet. Amazon rep was very helpful however; cancelled order and I got free one day shipping.","342","LG","5"
"4597","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Love this smartphone, so I upgraded it to lollipop","342","LG","5"
"4598","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Great buy. love this phone !","342","LG","5"
"4599","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Phone's great. Product arrived exactly as expected.","342","LG","5"
"4600","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Great","342","LG","5"
"4601","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","Due to hardware limitation, no AM/FM radio receiver, you can only work with an internet radio app. but not real radio app.","342","LG","5"
"4602","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Really awesome product..!!! Love the Nexus 5, I'm from Venezuela and have to wait at least 1 month in shipping process, but the product arrives in perfect conditions with no issues or details..! Now Enjoy..!","342","LG","5"
"4603","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Is an excelent phone!!","342","LG","5"
"4604","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","Tell me bout the warranty..","342","LG","5"
"4605","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Great Product. Plenty of positive reviews. Cheaper from Samsung and iPhone.","342","LG","5"
"4606","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","excellent smart phone. Perfect size and excellent picture taken","342","LG","5"
"4607","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","2","This was an international version of Nexus 5. It is not compatible with US 4G LTE","342","LG","5"
"4608","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","This is an awesome phone! Ultimate android experience!","342","LG","5"
"4609","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","1","When I finally received one that didn't get lost by OnTrac, the GSM/LTE portion of the phone stopped working after only 1 week. This means I have the same functionality as a ""WiFi only"" Android tablet, i.e. I can connect via WiFi but cannot make any phone calls on it. Resetting to factory default didn't help at all. It is permanently stuck in Airplane mode. I cannot even make a 911 call. Since I didn't buy it through Google, I'm stuck with it and extremely disappointed.","342","LG","5"
"4610","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Thank you!!! my phone is perfect! and work perfectly in Guatemala, this phone is amazing.","342","LG","5"
"4611","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","2","The reason I'm giving two stars instead of one is due to error on my part. I didn't realize that this is the international model for the Nexus 5 when I ordered the phone. To my surprise, I opened the package to find a USB plug-in adapter made for an international outlet and a manual primarily printed in French. DO NOT BUY THIS PHONE IF YOU LIVE IN THE U.S!! The D820 model is for the U.S , and the D821 is for everywhere else. While it was my fault that I didn't notice this, I believe that ""The Wireless Circle"" did a piss-poor job at letting customers know what kind of phone this is. Every other international phone that I've seen has said ""International Version"" in the name or in the specifications. This trickery almost seems intentional, scumbags. Now I get to pay a 20% restocking fee to send this lovely useless phone back to the company! :)","342","LG","5"
"4612","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Great phone.","342","LG","5"
"4613","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","3","Great!!","342","LG","5"
"4614","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Very good","342","LG","5"
"4615","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","1","The phone stopped working within a month of using it. The seller (Mobile Front) refuses to help. What a shame.","342","LG","5"
"4616","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4",":)","342","LG","5"
"4617","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Superb phone. Love it","342","LG","5"
"4618","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","Great phone for the price. Sadly the international version has no American plug, but an European one.","342","LG","5"
"4619","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","V.G","342","LG","5"
"4620","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","My best phone in the history, low price, exclent construction and qly, clean of garbage software, original android, I love my Nexus. The seller is the best!!! cheers!!!!","342","LG","5"
"4621","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","1","After a month and a half use the nexus 5 overheats and battery quickly runs out in a few hours. Also the wifi and bluetooth stopped working.","342","LG","5"
"4622","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Great phone for its priceProsv- android updates fast and solid- fast device, with solid bright display- priceCons:- a bit less then avarge battery life.","342","LG","5"
"4623","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","good","342","LG","5"
"4624","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","the phone was delivered as promised and it is fully responding to my expectations","342","LG","5"
"4625","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Very good!","342","LG","5"
"4626","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Fast, comfortable and the display is very good.","342","LG","5"
"4627","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Thanks","342","LG","5"
"4628","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","3","The price was right on this one, but I have some complaints. The camera quality is not very good unless the lighting is very good. The delay in snapping the shot means you miss a lot of perfect moments. It is easy to get blurry or grainy shots. The volume is a bit better than my iPhone 4 had been, but there's a lot of ""fuzz"" to the sound at higher volumes. I work in a building that doesn't have great coverage from my carrier, and this phone doesn't have Wi-Fi calling. That's a real problem. These are the biggest negatives. I like the screen size and the size of the phone. It is generous without the phone being huge. Overall I like it. But I don't love it.","342","LG","5"
"4629","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","I love this phone. I upgraded from a Samsung Galaxy S3 to this phone and it has been awesome. There is much less bloatware and android works wonderfully on it.","342","LG","5"
"4630","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Looks even greater than in pictures ;) Also feels easier than any other smartphone of this class.","342","LG","5"
"4631","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","Very useful","342","LG","5"
"4632","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","But the phone didn't come with a headphone and I got a UK adaptor/charger.","342","LG","5"
"4633","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Great phone","342","LG","5"
"4634","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","Using for a month now and so far so good. Definitely so much better than iphone for so much less money.Love the screen size and the processing speed - latest quad core snapdragon!Just not rating five stars because I wished had more aftermarket accessories.If you are not into the iphone fad this is the real deal. Highly recommended.","342","LG","5"
"4635","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Great phone and very powerfull. Best cost-benefit if you want to buy a phone today. And it is the D821 (International version)!","342","LG","5"
"4636","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Best phone Ever","342","LG","5"
"4637","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","Perfect","342","LG","5"
"4638","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","good product.","342","LG","5"
"4639","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","5","beautiful and arrived on time, Nice!","342","LG","5"
"4640","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","4","Good","342","LG","5"
"4641","LG Google Nexus 5 D821 Factory Unlocked, 16GB, White - No 4G in USA - International Version No Warranty","257.77","1","Good phone, working perfectly fine in India...","342","LG","5"
"4642","Motorola Droid 2 A955 Verizon Phone 5MP Cam, WiFi, GPS, Bluetooth","82","5","I like the phone, I dont love it. I had a galaxy phone and the screen and keyboard were bigger, but it is a new phone and exactly as describe, also arrived on time A + seller","502","Motorola","6"
"4643","Motorola Droid 2 A955 Verizon Phone 5MP Cam, WiFi, GPS, Bluetooth","82","5","Great phone! Does everything i need it to do! It's easy to use and has so many apps! I love it!","502","Motorola","6"
"4644","Motorola Droid 2 A955 Verizon Phone 5MP Cam, WiFi, GPS, Bluetooth","82","4","Great little Android phone packed with features. Paid less than $40.00 for a perfect refurbished phone that is still a contender.","502","Motorola","6"
"4645","Motorola Droid 2 A955 Verizon Phone 5MP Cam, WiFi, GPS, Bluetooth","82","1","I returned item. It was not the phone listed as described and although it stated it was new, it did not work properly. I am still awaiting my refund.","502","Motorola","6"
"4646","Motorola Droid 2 A955 Verizon Phone 5MP Cam, WiFi, GPS, Bluetooth","82","5","Could tell she totally wanted one, and riding on her plan was steering her away from spending a little on herself. Came in excellent quality and a great way to break her into the realm of smarter technology.","502","Motorola","6"
"4647","Motorola Droid 2 A955 Verizon Phone 5MP Cam, WiFi, GPS, Bluetooth","82","5","great phone really love it =i love the voice recorder for texting ( i dont spell well )only thing BAD is i have pageplus so my ""HOT SPOT"" wont work thats why i bought it my internet works great = they said pageplus doesnt offer hot spot service so i would have to go to verizon = oh well im sticking with pageplus i can take my laptop to mcdonalds***** GREAT PHONE ***** HIGH FIVE FOR FIVE STAR'Sps. its my first high tech phone","502","Motorola","6"
"4648","Motorola Droid 2 A955 Verizon Phone 5MP Cam, WiFi, GPS, Bluetooth","82","5","i love the phone can wait to activate the phone to use it. love it so much. thank you. love the phone","502","Motorola","6"
"4649","Motorola Droid 2 A955 Verizon Phone 5MP Cam, WiFi, GPS, Bluetooth","82","1","First off, I don't hate this phone model, I love it! I had one for three years before it started getting glitchy. I liked the model so much I wanted another, so I purchased this one. The product description does not tell you that the phone is refurbished. Within two months of purchase this phone was having the same problems as my old phone. If you can find the model somewhere else, get it. You will like the phone, but don't buy it here.","502","Motorola","6"
"4650","Motorola Droid 2 A955 Verizon Phone 5MP Cam, WiFi, GPS, Bluetooth","82","5","The cellphone arrived today and I havent used it(i need to cut my card in order to fit in the cellpgone) but at first sight it looks amazing.","502","Motorola","6"
"4651","Motorola Droid 2 A955 Verizon Phone 5MP Cam, WiFi, GPS, Bluetooth","82","3","will freeze up and send text messages over and over. screen sometimes will not respond when touched. if slide open for keyboard the screen will go black and not work and have to power it down and leave off for awhile.","502","Motorola","6"
